,source,content,category,sentiment,date_parsed
100,futurezone.at,"Planet der Menschen - futurezone.at. Können wir nicht aufhören, der Natur zu schaden und die Ökosysteme einfach in Ruhe lassen? Nein, so einfach ist es leider nicht.",science,0,2021-05-01
101,tages-anzeiger,"Abstimmung CO₂-Gesetz - Erdöllobby biegt die Wissenschaft zurecht - Tages-Anzeiger. Der Verband Avenergy Suisse will die Wirkung des Klimagases CO₂ kleiner machen, als sie ist. Und setzt dabei auch Fehlinformationen ein.",science,0,2021-05-01
102,der spiegel,SPIEGEL-Klimabericht: Das Problem mit der fernen Null - DER SPIEGEL. Verschieben langfristige Ziele die Lösung der Klimakrise zu sehr in die Zukunft? Diese Befürchtung hat auch das Bundesverfassungsgericht in seinem wegweisenden Urteil berührt. Der Wochenüberblick zur Klimakrise.,science,1,2021-05-01
103,der spiegel,"Emotionen: Wie wir lernen, unsere Gefühle zu verstehen - DER SPIEGEL. Don't worry, be happy – aber wer ist schon immer gut drauf? Entscheidend ist, dass wir das, was wir fühlen, wirklich ernst nehmen, erklärt Emotionscoach Carlotta Welding im Podcast.",science,1,2021-05-01
104,t-online,"Corona/Köln: Inzidenz sinkt deutlich – Lockerungen für Geimpfte - t-online - Köln. Der Inzidenzwert in Köln ist erneut gesunken, bleibt aber auf einem hohen Niveau. Die aktuell geltenden Maßnahmen wurden vom Krisenstab der Stadt verlängert. Erleichterung soll es für Geimpfte geben.",science,0,2021-05-01
105,faz - frankfurter allgemeine zeitung,Mathematik ist einfach schön! - FAZ - Frankfurter Allgemeine Zeitung. Jürgen Richter-Gebert ist der diesjährige Communicator-Preisträger. Sein Ziel: Abstrakte mathematische Inhalte sinnlich erfahrbar machen – und die Schönheit der Mathematik einer breiten Öffentlichkeit vermitteln.,science,1,2021-05-01
106,der spiegel,"Crispr/Cas9: Neue Gentechnikverfahren in der Landwirtschaft verdienen eine Chance - DER SPIEGEL. Eine Studie der EU-Kommission fordert, das Gentechnik-Recht anzupassen. Gentech-Pflanzen sind zwar verschrien – aber zur Lösung globaler Probleme unverzichtbar.",science,1,2021-05-01
107,faz - frankfurter allgemeine zeitung,Knapp 19.000 Neuinfektionen – die Inzidenz sinkt weiter - FAZ - Frankfurter Allgemeine Zeitung. In den vergangenen 24 Stunden wurden 4450 weniger Corona-Fälle registriert als in der Vorwoche. Auch die Zahl der Toten ging im Vergleich zurück. Die Sieben-Tage-Inzidenz ist den fünften Tag in Folge gesunken.,science,0,2021-05-01
108,neue zürcher zeitung,"Meinungsbildung: Wie die Wissenschaft unsere Ansichten erforscht - Neue Zürcher Zeitung. Was uns ein schottischer Teenager, ein Football-Match aus den 1950er Jahren und eine Weltuntergangs-Sekte über die dubiose Herkunft unserer Ansichten lehren.",science,0,2021-04-30
109,nzzas.nzz.ch,"Die Abholzung in Europa ist geringer als befürchtet - NZZ am Sonntag. Empfehlungen der Redaktion, Schwerpunkte und Entdeckungen aus der NZZ am Sonntag.",science,0,2021-04-30
110,hardwareluxx.de,Automatisches Auslesen eines ROMs mittels Bilderkennung - Hardwareluxx - HardwareLuxx. Automatisches Auslesen eines ROMs mittels Bilderkennung.,science,1,2021-04-30
111,faz - frankfurter allgemeine zeitung,"Wenn der Heimatstern einem das Leben schwer macht - FAZ - Frankfurter Allgemeine Zeitung. Der nahe erdähnliche Exoplanet Proxima b erschien als aussichtsreicher Kandidat für die Entstehung von Leben – wenn da nicht der aufbrausende Charakter seiner Heimatsonne wäre, den neue Beobachtungen offenbaren.",science,0,2021-04-30
112,tages-anzeiger,Suche nach Corona-Patient null – Woher kommt das Virus? - Tages-Anzeiger. Seit 16 Monaten forscht die Welt zum Coronavirus. Aber auf eine Frage gibt es immer noch keine Antwort. Über die heikle Suche nach dem Ursprung von Sars-CoV-2.,science,0,2021-04-30
113,neue zürcher zeitung,Massenpanik: Das weiss die Wissenschaft über das Entstehen - Neue Zürcher Zeitung. Massenpaniken treten in gewisser Regelmässig auf. Die Wissenschaft beschäftigte sich in den letzten Jahren intensiv mit dem Phänomen. Aufgrund der Fortschritte in der Forschung können viele Tragödien vermieden werden.,science,0,2021-04-30
114,neue zürcher zeitung,"Corona-Notbremse: Wo jetzt Ausgangssperren gelten - Neue Zürcher Zeitung. In Deutschland gelten ab sofort einheitliche Corona-Massnahmen wie Ausgangssperren. Hier erfahren Sie tagesaktuell, ob Ihre Region betroffen ist.",science,0,2021-04-30
115,bild,Corona-Krise: Inzidenz und Zahlen sinken: Ist die dritte Welle überstanden? - BILD. Die „Bundes-Notbremse“ hat das Leben in Deutschland weitestgehend eingefroren. Vieles musste wieder schließen und kurzzeitig zurückgewonnene Freiheiten wurden wieder rückgängig gemacht. Doch nun scheint sich eine Trendwende abzuzeichnen. Lesen Sie mit BILDplu…,science,0,2021-04-30
116,die welt,Corona in Frankreich: Corona-Notbremse ab Inzidenz von 400 - WELT. Frankreich befindet sich auf Lockerungskurs. Zugleich führt die Regierung eine Notbremse für Regionen mit einem „sehr brutalen Anstieg“ der Neuinfektionen ein – diese gilt allerdings erst ab einer Inzidenz von 400.,science,0,2021-04-30
117,frankfurter rundschau,Spektakuläre Aufnahme aus dem All zeigt Entstehung eines jungen Planeten. Wie entstehen Planeten und Planetensysteme? Eine spektakuläre Aufnahme aus dem All könnte nun Licht ins Dunkel bringen. Es handelt sich um den jüngsten bis dato abgebildeten Exoplaneten.,science,1,2021-05-01
118,blick,"Archäologen entdecken Fötus in ägyptischer Mumie. Polnische Wissenschaftler haben einen Fötus in einer rund 2000 Jahre alten ägyptischen Mumie entdeckt. Dies sei der weltweit erste bekannte Fall einer «schwangeren einbalsamierten Leiche», schreiben die Forscher im «Journal of Archaeological Science».",science,1,2021-04-30
119,oe24,"Genialer Atemtest ermittelt Coronavirus binnen Sekunden. Von der NASA entwickelte Methode könnte schon bald als Eintrittstest für Sport, Konzerte und Co zum Einsatz kommen.",science,1,2021-04-29
120,scinexx | das wissensmagazin,Klimawandel verschiebt die Erdachse. Wir Menschen beeinflussen sogar die Rotationsachse unseres Planeten – zumindest indirekt. Denn die zunehmende Eisschmelze in den Polarregionen sowie,science,0,2021-04-29
121,scinexx | das wissensmagazin,"Rätsel der solaren „Lagerfeuer“ gelöst?. Hell, häufig und überraschend heiß: Astronomen haben neue Einblicke in die erst kürzlich entdeckten solaren ""Lagerfeuer"" erhalten –",science,1,2021-04-29
122,heilpraxisnet.de,"COVID-19: Wie SARS-CoV-2 ins Gehirn gelangt. Bei COVID-19 zeigen sich oftmals neurologische Beschwerden, die vermutlich in Zusammenhang mit der Ausbreitung von SARS-CoV-2 im Gehirn und dem Nervensystem stehen. In einer aktuellen Studie wurde nun deutlich, wie die Ausbreitung des Virus im Gehirn und Nervensystem erfolgt.",science,0,2021-04-29
123,futurezone.at,fuzo explains...was wir über die Tiroler Fluchtmutation des Coronavirus wissen. In Tirol sorgt eine neue Fluchtmutation für Unbehagen. Könnte sie den Erfolg der Impfungen beeinflussen?,science,0,2021-04-29
124,futurezone.at,Nach Atombombentests: Radioaktive Strahlung in Honig. Der Kalte Krieg und die nukleare Aufrüstung sind auch heute noch an ungewöhnlichen Stellen nachweisbar.,science,0,2021-04-29
125,blick,Diese europäischen Länder wagen Schritte aus dem Lockdown. Im Kampf gegen die Corona-Pandemie haben die Staaten in Europa unterschiedliche Herangehensweisen. Trotz teilweise hoher Inzidenzen läuten viele europäische Länder bereits den Sommer ein.,science,0,2021-04-29
126,t-online,Hilft warmes Bier bei Erkältung? Welche Mythen nicht stimmen - t-online.de. Erkältungsmythen unter der Lupe: Hat uns die Erkältung im Griff liegt der Gedanke an Hausmittel nah. Hilft warmes Bier wirklich?,health,1,2021-05-01
127,infranken.de,Vitamin D gegen Heuschnupfen und Asthma: Neue Behandlung entdeckt - inFranken.de. Vitamin D ist wichtig für unseren Körper und gut für unsere Gesundheit. Laut einer neuen Studie gilt das besonders für Allergiker. Vitamin D könnte damit vollkommen neue Therapiemöglichkeiten liefern.,health,1,2021-05-01
128,heidelberg24.de,"Alkohol nach Corona-Impfung: Achtung! So lange darfst Du nichts trinken - heidelberg24.de. Für Menschen, die eine Corona-Impfung erhalten haben, sollte Alkohol tabu sein. Eine Expertin rät zu einer drastischen Zeitspanne und warnt vor Konsequenzen:",health,0,2021-04-30
129,nau.ch,«Remdesivir»: Höhere Wirkung dank Hepatitis-C-Medikamenten? - Nau.ch. «Remdesivir» ist ein Mittel gegen Covid-19. In Kombination mit Medikamenten gegen Hepatitis C soll eine zehnmal höhere Wirkung erreicht werden.,health,1,2021-04-30
130,t-online,Knoblauchfahne: Diese Hausmittel helfen wirklich gegen den Geruch - t-online. Sie essen gerne Knoblauch und möchten die Knoblauchfahne danach schneller loswerden? Mit welchen Hausmitteln das gelingt erfahren Sie hier.,health,0,2021-04-30
131,heilpraxisnet.de,Nahrungsergänzungsmittel: Zeitpunkt der Einnahme kann Wirkung beeinflussen - Heilpraxisnet.de. Der beste Zeitpunkt für die Einnahme von Vitamin-Pillen Die Einnahme von Nahrungsergänzungsmitteln wird seit Jahren immer beliebter. Nahezu jeder Supermarkt bietet mittlerweile eine ganze Palette von Vitamin-Pillen an. Oft setzten sich die Konsumentinnen und …,health,1,2021-04-30
132,t-online,"Gürtelrose (Herpes Zoster): Ansteckung, Symptome, Ursache, Dauer - t-online. Gürtelrose ist ein schmerzhafter Ausschlag, der sich auf einer Seite des Körpers oder Gesichts entwickelt. Für wen die Ansteckungsgefahr besonders hoch ist, welche Symptome typisch sind und was dagegen hilft, lesen Sie hier.",health,0,2021-04-30
133,presseportal.de,Bundesweite Informationskampagne «Deutschland erkennt Sepsis» / Jahrestagung APS endet heute /... - Presseportal.de. Bundesweite Informationskampagne «Deutschland erkennt Sepsis» / Jahrestagung APS endet heute KKH-Vorstand Dr. Matz: Notfall Sepsis vermeiden KKH unterstützt Kampagne /...,health,0,2021-04-30
134,frankfurter rundschau,"Insulinresistenz erkennen: Welche Diabetes-Anzeichen sollten Sie ernst nehmen? - Frankfurter Rundschau. Wer Diabetes früh erkennt und behandelt, kann Nerven- und Nierenschäden vorbeugen. Eine Insulinresistenz bleibt oft lange unbemerkt – doch es gibt Frühwarnsignale.",health,0,2021-04-30
135,frankfurt-live.com,"Corona und Diabetiker - Frankfurt-Live.com. Personen mit Diabetes haben ein erhöhtes Risiko für eine schwerwiegende COVID-19-Erkrankung im Vergleich zu Personen ohne Diabetes. Die Frage stellt sich,",health,0,2021-04-30
136,www.swr.de,Studie von Biontech: Kommt bald eine Impfung gegen Multiple Sklerose? - SWR. Das Mainzer Pharmaunternehmen Biontech arbeitet an einem entzündungshemmenden Impfstoff gegen Multiple Sklerose (MS). Erste Untersuchungen sind vielversprechend. Allerdings handelt es sich um Tierversuche.,health,0,2021-01-08
137,insuedthueringen.de,"Ilmenau - Fisch mit Knochen, Pilzen und mit Honig - inSüdthüringen.de. Das 18. Fischerfest am Großen Teich in Ilmenau, organisiert vom Förderkreis Ilmenauer Teichlandschaft (FIT), erwies sich wieder als Ereignis mit großen Schau- und Nährwert.",health,1,2020-12-24
138,chemie-zeitschrift.at,"Kontaminierte Oberflächen als COVID-19 Risikofaktor - Österreichische Chemie Zeitschrift. Wissenschaftler für Technische und Makromolekulare Chemie haben untersucht, was durch Corona-Viren kontaminierte Oberflächen begünstigt.",health,0,2020-12-23
139,insuedthueringen.de,"Thüringen - Wegen Stallpflicht: Ministerin will Frist für Freilandeier ändern - inSüdthüringen.de. Wegen der Vogelgrippe dürfen Hühner in Thüringen nicht mehr aus dem Stall. Eier von Hennen, die länger als zwölf Wochen eingesperrt sind, dürfen aber nicht mehr als Freilandeier verkauft werden. Bauern drohen empfindliche Verluste.",health,0,2020-12-20
140,frankenpost.de,Fichtelgebirge - Nur die Impfung bietet Schutz - Frankenpost. Eine neue tödliche Kaninchenseuche kursiert jetzt auch in Deutschland. Tierärztin Sarah Ebert hat den Impfstoff extra aus Frankreich importiert.,health,0,2020-12-20
141,insuedthueringen.de,Ilmenau - Blick ins Herz der Ilm-Kreis-Kliniken in Arnstadt - inSüdthüringen.de. Zum Tag der offenen Tür am Arnstädter Standort in den Ilm-Kreis-Kliniken gibt es einen Blick in die verschiedenen Abteilungen und ins menschliche Herz.,health,1,2020-12-19
142,insuedthueringen.de,Thüringen - Vier Menschen starben bisher an Virusgrippe - inSüdthüringen.de. In Thüringen sind seit Jahresbeginn vier Menschen an der Virusgrippe (Influenza) gestorben. Bei den drei Männern im Alter von 78 bis 84 Jahren und einer 82-jährigen Frau sei Influenza vom Typ A nachgewiesen worden.,health,0,2020-12-09
143,np-coburg.de,Kronach: Ruderich wird neuer Chefarzt an der Klinik - Neue Presse Coburg. Kronach - Zum 1. April ist der Chefarztposten der Gastroenterologie in der Frankenwaldklinik neu besetzt worden. Dr.,health,1,2020-12-09
144,hna.de,"Insulinresistenz vor Diabetes: Symptome erkennen und rechtzeitig gegensteuern. Wer Diabetes frühzeitig erkennt und behandelt, beugt Krankheiten wie Schlaganfall vor. Erfahren Sie hier mehr über die Frühwarnsignale einer Insulinresistenz.",health,1,2021-04-29
145,kreisbote,"Corona: Forscher untersuchen Sars-Cov-2-Viren: Darum sind sie gefährlicher als gewöhnliche Coronaviren. Ein Forscherteam hat offenbar den Grund gefunden, warum das Sars-Cov-2-Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann.",health,0,2021-04-29
146,futurezone.at,Sputnik V: Verwirrung um Fehler beim Vektorimpfstoff. Laut der brasilianischen Gesundheitsbehörde wurde der Vektorvirus nicht deaktiviert. Adenoviren könnten sich im Körper ausbreiten.,health,0,2021-04-29
147,scinexx | das wissensmagazin,"Corona: Hepatitis-Mittel machen Remdesivir wirksamer. Zehnfach potenter: Forscher haben einen Weg gefunden, um die Wirkung des Corona-Mittels Remdesivir um das Zehnfache zu verstärken. Ihre Tests enthüllten,",health,1,2021-04-28
148,heidelberg24.de,"Alkohol nach Corona-Impfung: Expertin warnt - so lange solltest Du nichts trinken. Wissenschaftler warnen: Für Menschen die eine Corona-Impfung erhalten haben, sollte Alkohol tabu sein. Eine Expertin rät zu einer drastischen Zeitspanne.",health,0,2021-04-28
149,frankfurter rundschau,"Corona-Impfung: Veränderte Menstruation - Berichte über heftige Blutungen und Krämpfe. Es gibt Hinweise darauf, dass Corona-Impfstoffe auch den Menstruationszyklus beeinflussen können. Forscher:innen stehen vor einem Rätsel.",health,0,2021-04-28
150,heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen. Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diabetiker ein erhöhtes Risiko für eine schwere Corona-Erkrankung?,health,0,2021-04-28
151,frankfurter rundschau,"Vitamin-D-Mangel: Künstliche Zufuhr kann der Gesundheit schaden. Für den Körper ist Vitamin D sehr wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Vorsicht – eine Überversorgung kann schädlich für die Gesundheit sein.",health,0,2021-04-28
152,20 minuten,«La Boum 2» : 1500 Demonstrierende gegen 600 Polizisten an illegaler Party in Belgien. Am Samstag kam es bei einem Massentreffen im Brüsseler Stadtzentrum zu Krawallen. Es war bereits das zweite Mal innert weniger Wochen. Die Polizei nahm über 100 Personen fest.,world,0,2021-05-02
153,20 minuten,Donald Trumps Erbe  - US-Präsident Joe Biden dreht Geldhahn für Mauerbau an mexikanischer Grenze zu. Das US-Verteidigungsministerium stellt die Finanzierung der Mauer an der Grenze zu Mexiko ein. Der Bau der Mauer wurde während Trumps Präsidentschaft angeordnet.,world,0,2021-05-02
154,20 minuten,Baum auf Toitoi gestürzt. Ein Parkbesucher in den USA musste dringend aufs WC. Während des dringenden Geschäfts stürzte ein Baum um – und fiel ausgerechnet auf das Toilettenhäuschen.,world,0,2021-05-01
155,20 minuten,«La Boum 2» : Krawalle an illegalem Massentreffen im Stadtpark von Brüssel. Erneut ist im Stadtpark von Brüssel ein Massentreffen eskaliert. Hunderte Polizisten vertrieben die aggressive Menge mit Wasserwerfern und Tränengas.,world,0,2021-05-01
156,blick,Arnold Schwarzenegger fühlt sich alt wegen seiner Enkelin. Dank seiner Tochter Katherine und ihrem Ehemann Chris Pratt wurde Arnold Schwarzenegger im August 2020 das erste Mal Grossvater. Das habe allerdings einen gehörigen Nachteil.,world,0,2021-05-01
157,blick,Niederlande: Corona-Massnahmen Niederlanden. Die Niederlande haben angesichts anhaltend hoher Infektionszahlen geplante Lockerungen der Corona-Schutzmassnahmen vorerst ausgesetzt.,world,0,2021-05-01
158,blick,"Australien: Bis zu fünf Jahre Knast für Heimkehrer aus Hochrisikogebiet. Australien greift durch. Wer sich in einem Hochrisikogebiet aufhielt und illegal nach Down Under einreist, soll bald mit Knast bestraft werden dürfen. Die Höchststrafe dafür? Bis zu fünf Jahre hinter Gittern.",world,0,2021-05-01
159,20 minuten,"Liebescomeback nach 17 Jahren?. Nach ihrer Trennung von Alex Rodriguez verbringt Jennifer Lopez Zeit mit einem Ex, der seit Anfang Jahr ebenfalls wieder single ist: Schauspieler Ben Affleck.",world,1,2021-05-02
